Title,CompanyName,CategoryName
Senior Technical Support Engineer,Viavi Solutions,Engineering - Telecom/Technology
Senior Full Stack Developer Angular and Java,TRIMETIS,IT/Software Development
Senior Full Stack Developer Angular and Java,TRIMETIS,Engineering - Telecom/Technology
Team Lead .Net Developer,GET Group- Egypt,IT/Software Development
Team Lead .Net Developer,GET Group- Egypt,Engineering - Telecom/Technology
SAP Fiori Developer Analyst,Antal International - Egypt,IT/Software Development
SAP Fiori Developer Analyst,Antal International - Egypt,Analyst/Research
SAP Fiori Developer Analyst,Antal International - Egypt,Engineering - Telecom/Technology
SAP ABAP Analyst,Antal International - Egypt,Accounting/Finance
SAP ABAP Analyst,Antal International - Egypt,IT/Software Development
SAP ABAP Analyst,Antal International - Egypt,Engineering - Telecom/Technology
Senior Frontend (React & Vue Js),Exacall,Creative/Design/Art
Senior Frontend (React & Vue Js),Exacall,IT/Software Development
Senior Frontend (React & Vue Js),Exacall,Engineering - Telecom/Technology
"Senior Backend Developer (Node, Nest.js)",Exacall,Business Development
"Senior Backend Developer (Node, Nest.js)",Exacall,IT/Software Development
"Senior Backend Developer (Node, Nest.js)",Exacall,Engineering - Telecom/Technology
Certification Engr II,"Honeywell International, Inc.",IT/Software Development
Certification Engr II,"Honeywell International, Inc.",Project/Program Management
Certification Engr II,"Honeywell International, Inc.",Engineering - Telecom/Technology
Senior React Developer,Pure Group,IT/Software Development
Senior Odoo Developer,Pure Group,IT/Software Development
Communications Engineer,EELU,IT/Software Development
Communications Engineer,EELU,Engineering - Telecom/Technology
Data Engineer-Data Integration,IBM WTC Egypt,IT/Software Development
Data Engineer-Data Integration,IBM WTC Egypt,Analyst/Research
Data Engineer-Data Integration,IBM WTC Egypt,Engineering - Telecom/Technology
GTM SAP DSD Sub-Lead,Antal International - Egypt,Accounting/Finance
GTM SAP DSD Sub-Lead,Antal International - Egypt,IT/Software Development
GTM SAP DSD Sub-Lead,Antal International - Egypt,Sales/Retail
ERP Specialist - Microsoft Dynamics AX2012/365,Logistica,IT/Software Development
Applications Supervisor,Logistica,IT/Software Development
Applications Supervisor,Logistica,Engineering - Telecom/Technology
UI/UX Developer,Estafsar,IT/Software Development
UI/UX Developer,Estafsar,Engineering - Telecom/Technology
Information Services Administrator,Xceed Contact Center,IT/Software Development
Information Services Administrator,Xceed Contact Center,Engineering - Telecom/Technology
NOC Senior Engineer,Etisalat Egypt,Customer Service/Support
NOC Senior Engineer,Etisalat Egypt,IT/Software Development
NOC Senior Engineer,Etisalat Egypt,Engineering - Telecom/Technology
Senior IT Specialist,United Group For Engineering And Investment,Installation/Maintenance/Repair
Senior IT Specialist,United Group For Engineering And Investment,IT/Software Development
Senior IT Specialist,United Group For Engineering And Investment,Engineering - Telecom/Technology
Front End Developer (Angular),Confidential,IT/Software Development
ERP Sales Representative,Ultimate Academy,IT/Software Development
ERP Sales Representative,Ultimate Academy,Sales/Retail
Backend Developer (Java Spring Boot),Confidential,IT/Software Development
Junior Operations Engineer - Network/Cloud,Link Datacenter,Installation/Maintenance/Repair
Junior Operations Engineer - Network/Cloud,Link Datacenter,IT/Software Development
Junior Operations Engineer - Network/Cloud,Link Datacenter,Engineering - Telecom/Technology
Software Quality Control Engineer,Link Datacenter,IT/Software Development
Software Quality Control Engineer,Link Datacenter,Quality
Software Quality Control Engineer,Link Datacenter,Engineering - Telecom/Technology
SOC Analyst,Link Datacenter,IT/Software Development
SOC Analyst,Link Datacenter,Analyst/Research
SOC Analyst,Link Datacenter,Engineering - Telecom/Technology
Senior NET Developer,WSC,IT/Software Development
Senior Flutter Developer,ثقة الانجاز,IT/Software Development
Senior Flutter Developer,ثقة الانجاز,Engineering - Telecom/Technology
Senior Quality Control Engineer,ثقة الانجاز,IT/Software Development
Senior Quality Control Engineer,ثقة الانجاز,Quality
Senior Quality Control Engineer,ثقة الانجاز,Engineering - Telecom/Technology
Senior Full Stack Developer,El-Sewedy Electrometer,IT/Software Development
Senior Full Stack Developer,El-Sewedy Electrometer,Engineering - Telecom/Technology
Senior Backend Developer,ثقة الانجاز,IT/Software Development
Senior Backend Developer,ثقة الانجاز,Engineering - Telecom/Technology
Senior Frontend Developer,ثقة الانجاز,IT/Software Development
Senior Frontend Developer,ثقة الانجاز,Engineering - Telecom/Technology
Laravel Developer,CyberX,IT/Software Development
Flutter developer,CyberX,IT/Software Development
Vue.JS Frontend Developer,CyberX,IT/Software Development
Network Section Head,Confidential,IT/Software Development
Network Section Head,Confidential,Engineering - Telecom/Technology
Senior iOS and Flutter Developer,Softec Technologies,IT/Software Development
Senior iOS and Flutter Developer,Softec Technologies,Engineering - Telecom/Technology
IT Admin,Nahdet Misr Publishing Group,IT/Software Development
IT Admin,Nahdet Misr Publishing Group,Engineering - Telecom/Technology
Team Leader Software Tester / Quality Control Engineer,qTech.,IT/Software Development
Team Leader Software Tester / Quality Control Engineer,qTech.,Quality
Team Leader Software Tester / Quality Control Engineer,qTech.,Engineering - Telecom/Technology
Software Engineer,AGG information technology,IT/Software Development
Software Engineer,AGG information technology,Engineering - Telecom/Technology
Sr. Devops Engineer,waffarha.com,IT/Software Development
Sr. Devops Engineer,waffarha.com,Engineering - Telecom/Technology
Technical Support Agent (Fluent English Speaker),3D Diagnostix,Customer Service/Support
Technical Support Agent (Fluent English Speaker),3D Diagnostix,Installation/Maintenance/Repair
Technical Support Agent (Fluent English Speaker),3D Diagnostix,IT/Software Development
Senior Backend Developer,Art Link,IT/Software Development
Senior Application Support Officer,El Sewedy Education - The Knowledge Hub Universities,Installation/Maintenance/Repair
Senior Application Support Officer,El Sewedy Education - The Knowledge Hub Universities,IT/Software Development
Senior Application Support Officer,El Sewedy Education - The Knowledge Hub Universities,Engineering - Telecom/Technology
IT Help Desk,El Alsson British & American International School,IT/Software Development
Senior Technical Support Engineer ( French speaker),Schneider Electric - Egypt,Installation/Maintenance/Repair
Senior Technical Support Engineer ( French speaker),Schneider Electric - Egypt,IT/Software Development
Senior Technical Support Engineer ( French speaker),Schneider Electric - Egypt,Engineering - Telecom/Technology
Great Schedule for an Active & Fun-loving Nanny,"White House Nannies, Inc.",Customer Service/Support
Great Schedule for an Active & Fun-loving Nanny,"White House Nannies, Inc.",IT/Software Development
Great Schedule for an Active & Fun-loving Nanny,"White House Nannies, Inc.",Engineering - Telecom/Technology
Specialist Big Data Administrator - SWDC,Giza Arabia Systems,Administration
Specialist Big Data Administrator - SWDC,Giza Arabia Systems,Human Resources
Specialist Big Data Administrator - SWDC,Giza Arabia Systems,IT/Software Development
Site Reliability Engineer Specialist - SWDC,Giza Arabia Systems,Engineering - Construction/Civil/Architecture
Site Reliability Engineer Specialist - SWDC,Giza Arabia Systems,IT/Software Development
Site Reliability Engineer Specialist - SWDC,Giza Arabia Systems,Engineering - Telecom/Technology
Information Security Manager,Antal International - Egypt,Installation/Maintenance/Repair
Information Security Manager,Antal International - Egypt,IT/Software Development
Information Security Manager,Antal International - Egypt,Engineering - Telecom/Technology
Hardware Partnerships Sales Officer,classera,Business Development
Hardware Partnerships Sales Officer,classera,IT/Software Development
Hardware Partnerships Sales Officer,classera,Sales/Retail
Blender - 3 D Animator,Confidential,Creative/Design/Art
Blender - 3 D Animator,Confidential,IT/Software Development
Blender - 3 D Animator,Confidential,Engineering - Telecom/Technology
Technical Recruiter,Confidential,Human Resources
Technical Recruiter,Confidential,IT/Software Development
Pre Sales Software Engineer,Confidential,IT/Software Development
Pre Sales Software Engineer,Confidential,Sales/Retail
Pre Sales Software Engineer,Confidential,Engineering - Telecom/Technology
Technical Support Specialist,Premium Card,IT/Software Development
Technical Support Specialist,Premium Card,Engineering - Telecom/Technology
IT Administrator,Infotech,Installation/Maintenance/Repair
IT Administrator,Infotech,IT/Software Development
Technical Projects Coordinator - IT Background,Roaya,IT/Software Development
Technical Projects Coordinator - IT Background,Roaya,Project/Program Management
Quality Assurance Specialist,Lychee Fruit Bar,R&D/Science
Quality Assurance Specialist,Lychee Fruit Bar,Manufacturing/Production
Quality Assurance Specialist,Lychee Fruit Bar,Quality
Senior Technical office & design engineer - EARTHING AND LIGHTNING,Confidential,Engineering - Telecom/Technology
Senior Technical office & design engineer - EARTHING AND LIGHTNING,Confidential,Engineering - Mechanical/Electrical
Information Security Senior Supervisor,Xceed Contact Center,IT/Software Development
Information Security Senior Supervisor,Xceed Contact Center,Engineering - Telecom/Technology
IT Specialist,Mazaya,IT/Software Development
Senior Full Stack developer (.Net & Angular),GS - GEO Solutions,IT/Software Development
Senior Full Stack developer (.Net & Angular),GS - GEO Solutions,Engineering - Telecom/Technology
Business Development Executive - Mawared Software Solutions,Arabic Localizer,Business Development
Business Development Executive - Mawared Software Solutions,Arabic Localizer,IT/Software Development
Business Development Executive - Mawared Software Solutions,Arabic Localizer,Sales/Retail
Technical Support Specialist,hyperone,IT/Software Development
Senior Business Analyst,Expert Apps,IT/Software Development
Senior Business Analyst,Expert Apps,Analyst/Research
Senior Software Engineer,K Line Europe,IT/Software Development
Embedded Hardware Engineer - PCB Design,TTC Technologies,IT/Software Development
Embedded Hardware Engineer - PCB Design,TTC Technologies,Engineering - Telecom/Technology
Sales Specialist (IT Solutions),Injaz Tech for advanced systems,IT/Software Development
Sales Specialist (IT Solutions),Injaz Tech for advanced systems,Sales/Retail
Sales Specialist (IT Solutions),Injaz Tech for advanced systems,Engineering - Telecom/Technology
IT Engineer,SE Wiring Systems EGYPT,Installation/Maintenance/Repair
IT Engineer,SE Wiring Systems EGYPT,IT/Software Development
IT Engineer,SE Wiring Systems EGYPT,Engineering - Telecom/Technology
IT Manager,Confidential,Project/Program Management
IT Manager,Confidential,Engineering - Telecom/Technology
Senior UI Developer,qTech.,Creative/Design/Art
Senior UI Developer,qTech.,IT/Software Development
Senior UI Developer,qTech.,Engineering - Telecom/Technology
UI Developer,qTech.,Creative/Design/Art
UI Developer,qTech.,IT/Software Development
UI Developer,qTech.,Engineering - Telecom/Technology
Senior UI/UX Designer,qTech.,Creative/Design/Art
Senior UI/UX Designer,qTech.,IT/Software Development
Senior UI/UX Designer,qTech.,Engineering - Telecom/Technology
UI/UX Designer,qTech.,Creative/Design/Art
UI/UX Designer,qTech.,IT/Software Development
UI/UX Designer,qTech.,Engineering - Telecom/Technology
Software Business Analyst,qTech.,IT/Software Development
Software Business Analyst,qTech.,Analyst/Research
Software Business Analyst,qTech.,Engineering - Telecom/Technology
Senior Software Business Analyst,qTech.,IT/Software Development
Senior Software Business Analyst,qTech.,Analyst/Research
Senior Software Business Analyst,qTech.,Engineering - Telecom/Technology
Senior Software Quality Control Engineer,qTech.,IT/Software Development
Senior Software Quality Control Engineer,qTech.,Quality
Senior Software Quality Control Engineer,qTech.,Engineering - Telecom/Technology
Software Tester / Quality Control Engineer,qTech.,IT/Software Development
Software Tester / Quality Control Engineer,qTech.,Quality
Software Tester / Quality Control Engineer,qTech.,Engineering - Telecom/Technology
Senior ARC GIS Developer,qTech.,IT/Software Development
Senior ARC GIS Developer,qTech.,Engineering - Telecom/Technology
Senior Full Stack Developer (Asp.net Core– Angular),qTech.,IT/Software Development
Senior Full Stack Developer (Asp.net Core– Angular),qTech.,Engineering - Telecom/Technology
Full Stack (.Net Developer),qTech.,IT/Software Development
Full Stack (.Net Developer),qTech.,Engineering - Telecom/Technology
Senior Full Stack (.Net Developer),qTech.,IT/Software Development
Senior Full Stack (.Net Developer),qTech.,Engineering - Telecom/Technology
Flutter Developer,ElMotaheda Web,IT/Software Development
Flutter Developer,ElMotaheda Web,Engineering - Telecom/Technology
Master Data Analyst,Johnson & Johnson,IT/Software Development
Master Data Analyst,Johnson & Johnson,Analyst/Research
Master Data Analyst,Johnson & Johnson,Engineering - Telecom/Technology
Web developer,Cryptostart,Creative/Design/Art
Web developer,Cryptostart,IT/Software Development
Web developer,Cryptostart,Engineering - Telecom/Technology
Information Management & Performance Reporting Officer NOA,World Food Program - Other locations,IT/Software Development
Information Management & Performance Reporting Officer NOA,World Food Program - Other locations,Project/Program Management
Information Management & Performance Reporting Officer NOA,World Food Program - Other locations,Engineering - Telecom/Technology
Programme Assistant (Data Analyst),World Food Program - Other locations,IT/Software Development
Programme Assistant (Data Analyst),World Food Program - Other locations,Engineering - Telecom/Technology
Programme Assistant (Data Analyst),World Food Program - Other locations,Education/Teaching
Project Manager,Egabi FSI,IT/Software Development
Project Manager,Egabi FSI,Project/Program Management
Project Manager,Egabi FSI,Engineering - Telecom/Technology
BI Developer,Confidential,IT/Software Development
BI Developer,Confidential,Analyst/Research
BI Developer,Confidential,Engineering - Telecom/Technology
"Software Engineer - (Laravel, Vue, Golang)",Our Education,IT/Software Development
"Software Engineer - (Laravel, Vue, Golang)",Our Education,Engineering - Telecom/Technology
Senior Software Business Analyst / ERP,Our Education,IT/Software Development
Senior Software Business Analyst / ERP,Our Education,Analyst/Research
Senior Software Business Analyst / ERP,Our Education,Engineering - Telecom/Technology
Pre Sales Engineer-Low Current,SMARTTEL,IT/Software Development
Pre Sales Engineer-Low Current,SMARTTEL,Sales/Retail
Pre Sales Engineer-Low Current,SMARTTEL,Engineering - Telecom/Technology
Business Analyst,Confidential,IT/Software Development
Business Analyst,Confidential,Analyst/Research
Business Analyst,Confidential,Engineering - Telecom/Technology
System Administration Section Head,Rashideen Egypt for Trade,IT/Software Development
Senior PHP Developer,intrazero,IT/Software Development
Senior PHP Developer,intrazero,Engineering - Telecom/Technology
IT Project Coordinator,Confidential,IT/Software Development
IT Project Coordinator,Confidential,Project/Program Management
Group IT Manager,TEPCO S.A.E.,IT/Software Development
Back End Lead - Dot Net + Node / Python - Cairo,Antal International - Egypt,Creative/Design/Art
Back End Lead - Dot Net + Node / Python - Cairo,Antal International - Egypt,IT/Software Development
Back End Lead - Dot Net + Node / Python - Cairo,Antal International - Egypt,Engineering - Telecom/Technology
Senior Machine Learning and NLP Engineer,Antal International - Egypt,IT/Software Development
Senior Machine Learning and NLP Engineer,Antal International - Egypt,Engineering - Telecom/Technology
Senior Machine Learning and NLP Engineer,Antal International - Egypt,Engineering - Mechanical/Electrical
Senior Full Stack Developer,Algoriza,IT/Software Development
Quality Assurance Engineer - Jumia (Full Time) Tech - Africa - Egypt,Jumia Technologies AG,IT/Software Development
Quality Assurance Engineer - Jumia (Full Time) Tech - Africa - Egypt,Jumia Technologies AG,Quality
Quality Assurance Engineer - Jumia (Full Time) Tech - Africa - Egypt,Jumia Technologies AG,Engineering - Telecom/Technology
Infrastructure SAN Storage and Data Protection Manager,Confidential,IT/Software Development
Project Manager at Software House,intrazero,IT/Software Development
Project Manager at Software House,intrazero,Project/Program Management
Project Manager at Software House,intrazero,Engineering - Telecom/Technology
Senior Project Manager | Banking,Expleo,IT/Software Development
Senior Project Manager | Banking,Expleo,Project/Program Management
Senior Project Manager | Banking,Expleo,Engineering - Telecom/Technology
Node JS Developer,Sceel.io,IT/Software Development
Node JS Developer,Sceel.io,Engineering - Telecom/Technology
Senior Ruby on rails Developer,Sceel.io,IT/Software Development
Senior Ruby on rails Developer,Sceel.io,Engineering - Telecom/Technology
Sr. Front End Developer,LINK TSP,IT/Software Development
ERP Senior Specialist,EAST,IT/Software Development
ERP Senior Specialist,EAST,Other
ERP Senior Specialist,EAST,Engineering - Other
Application Support Microsoft Dynamics AX2012R3,Smartverse,IT/Software Development
Data Engineer,LxT,IT/Software Development
Senior .Net Full Stack Developer,Confidential,IT/Software Development
Senior .Net Full Stack Developer,Confidential,Engineering - Telecom/Technology
Full Stack Developer,Viavi Solutions,IT/Software Development
Full Stack Developer,Viavi Solutions,Engineering - Telecom/Technology
Senior Linux Engineer,Basata,IT/Software Development
Senior Linux Engineer,Basata,Engineering - Telecom/Technology
Product Owner,Azm development,IT/Software Development
Product Owner,Azm development,Project/Program Management
English speaking accountant who wants to shift career to IT,OdooTec,Accounting/Finance
English speaking accountant who wants to shift career to IT,OdooTec,IT/Software Development
Information Technology Specialist,GLOBAL AUTO,IT/Software Development
Junior java developer,WSC,IT/Software Development
UI UX Designer,Confidential,Creative/Design/Art
UI UX Designer,Confidential,IT/Software Development
React JS Developer,Confidential,IT/Software Development
Python Web Developer - Graduate Position,Holix,IT/Software Development
Business Development Manager,Telegeeks LLC,Business Development
Business Development Manager,Telegeeks LLC,Sales/Retail
Business Development Manager,Telegeeks LLC,Engineering - Telecom/Technology
Software Engineer,ECONSTRUCT DESIGN & BUILD Pvt Ltd.,IT/Software Development
Software Engineer,ECONSTRUCT DESIGN & BUILD Pvt Ltd.,Quality
Software Engineer,ECONSTRUCT DESIGN & BUILD Pvt Ltd.,Engineering - Telecom/Technology
Project Admin,Giza Arabia Systems,Administration
Project Admin,Giza Arabia Systems,IT/Software Development
Project Admin,Giza Arabia Systems,Project/Program Management
Senior Automation Specialist,Giza Arabia Systems,Human Resources
Senior Automation Specialist,Giza Arabia Systems,Marketing/PR/Advertising
Senior Automation Specialist,Giza Arabia Systems,Media/Journalism/Publishing
Regional Cooling Service Expert (Cooling systems/HVAC systems),Schneider Electric - Egypt,IT/Software Development
Regional Cooling Service Expert (Cooling systems/HVAC systems),Schneider Electric - Egypt,Sales/Retail
Regional Cooling Service Expert (Cooling systems/HVAC systems),Schneider Electric - Egypt,Engineering - Telecom/Technology
Senior Technical Talent Acquisition Consultant,Antal International - Egypt,Human Resources
Senior Technical Talent Acquisition Consultant,Antal International - Egypt,IT/Software Development
Senior Technical Talent Acquisition Consultant,Antal International - Egypt,Engineering - Telecom/Technology
Test Engineer,DXC.technology,IT/Software Development
Test Engineer,DXC.technology,Quality
Test Engineer,DXC.technology,Engineering - Telecom/Technology
IT operation and maintenance engineer,Midea Group,IT/Software Development
Junior Computer Vision Engineer,Noases,IT/Software Development
Customer Support Advisor,IQRA Network,Administration
Customer Support Advisor,IQRA Network,Customer Service/Support
Customer Support Advisor,IQRA Network,IT/Software Development
PHP Developer required,Confidential,Installation/Maintenance/Repair
PHP Developer required,Confidential,IT/Software Development
PHP Developer required,Confidential,Engineering - Telecom/Technology
Trading Services Specialist,Zeal Capital Market (Seychelles) Limited,Customer Service/Support
Trading Services Specialist,Zeal Capital Market (Seychelles) Limited,IT/Software Development
Trading Services Specialist,Zeal Capital Market (Seychelles) Limited,Sales/Retail
Lead Management Engineer - French Speaker,Schneider Electric - Egypt,Engineering - Construction/Civil/Architecture
Lead Management Engineer - French Speaker,Schneider Electric - Egypt,IT/Software Development
Lead Management Engineer - French Speaker,Schneider Electric - Egypt,Engineering - Telecom/Technology
Sales Client Executive – Banking/Financial Services -Large Multinational IT,PILLARS CONSULTANCY & RECRUITMENT,IT/Software Development
Sales Client Executive – Banking/Financial Services -Large Multinational IT,PILLARS CONSULTANCY & RECRUITMENT,Sales/Retail
Sales Client Executive – Banking/Financial Services -Large Multinational IT,PILLARS CONSULTANCY & RECRUITMENT,Engineering - Telecom/Technology
Senior UI/UX Designer,AFFSQUARE,Creative/Design/Art
Senior UI/UX Designer,AFFSQUARE,IT/Software Development
Senior UI/UX Designer,AFFSQUARE,Engineering - Telecom/Technology
Full Stack Developer - MERN,Confidential,IT/Software Development
Mid Level Testing Engineer,Octane solutions,Accounting/Finance
Mid Level Testing Engineer,Octane solutions,IT/Software Development
Mid Level Testing Engineer,Octane solutions,Engineering - Telecom/Technology
Senior Testing Engineer,Octane solutions,Accounting/Finance
Senior Testing Engineer,Octane solutions,IT/Software Development
Senior Testing Engineer,Octane solutions,Engineering - Telecom/Technology
Digital Marketing Manager,Confidential,IT/Software Development
Digital Marketing Manager,Confidential,Marketing/PR/Advertising
PHP Backend Developer,Confidential,IT/Software Development
PHP Backend Developer,Confidential,Engineering - Telecom/Technology
Java Developer,DXC.technology,IT/Software Development
Java Developer,DXC.technology,Quality
Java Developer,DXC.technology,Engineering - Telecom/Technology
Flutter Mobile Developer,Confidential,IT/Software Development
Flutter Mobile Developer,Confidential,Engineering - Telecom/Technology
Data Analyst,Confidential,IT/Software Development
Data Analyst,Confidential,Analyst/Research
Data Analyst,Confidential,Engineering - Telecom/Technology
Technical Support,Confidential,IT/Software Development
Technical Support,Confidential,Engineering - Telecom/Technology
Senior Manager E-Payments Development,Raya Holding for Financial Investments,Business Development
Senior Manager E-Payments Development,Raya Holding for Financial Investments,IT/Software Development
Senior Manager E-Payments Development,Raya Holding for Financial Investments,Engineering - Telecom/Technology
Product Manager,Confidential,IT/Software Development
Product Manager,Confidential,Project/Program Management
Product Manager,Confidential,Engineering - Telecom/Technology
Senior Front End Developer,SURE International Technology,IT/Software Development
Information Security Senior Specialist,Xceed Contact Center,IT/Software Development
Information Security Senior Specialist,Xceed Contact Center,Engineering - Telecom/Technology
Java Developer.,Ejada,IT/Software Development
Software Sales Account Manager,Roaya,IT/Software Development
Software Sales Account Manager,Roaya,Sales/Retail
Software Sales Account Manager,Roaya,Engineering - Telecom/Technology
"SAP Consultant "" business One""",Egast,Business Development
Digital Marketing Specialist,Aliaict,Hospitality/Hotels/Food Services
Digital Marketing Specialist,Aliaict,IT/Software Development
Digital Marketing Specialist,Aliaict,Marketing/PR/Advertising
Software Development Team Leader (Java & Angular),softprograms,IT/Software Development
Senior React Developer,Arabian Advanced Systems,IT/Software Development
Senior React Developer,Arabian Advanced Systems,Engineering - Telecom/Technology
Online Live Support Senior Specialist,Network International -Egypt,IT/Software Development
Online Live Support Senior Specialist,Network International -Egypt,Engineering - Telecom/Technology
Java Spring Boot Developer,DX Republic,IT/Software Development
Java Spring Boot Developer,DX Republic,Engineering - Telecom/Technology
Software Business Analyst,softprograms,IT/Software Development
Software Business Analyst,softprograms,Analyst/Research
Embedded Hardware Senior Engineer,Samaya Electronics Egypt LTD,IT/Software Development
Embedded Hardware Senior Engineer,Samaya Electronics Egypt LTD,Engineering - Telecom/Technology
Embedded Hardware Senior Engineer,Samaya Electronics Egypt LTD,Engineering - Mechanical/Electrical
Senior Full Stack Developer (.NET Core & Angular),softprograms,IT/Software Development
Senior Software Testing Engineer,softprograms,IT/Software Development
Senior Software Testing Engineer,softprograms,Quality
Senior java Full Stack Developer (Spring Boot & Angular),softprograms,IT/Software Development
Junior Web Developer - Full Stack,EEC Group,IT/Software Development
Junior Web Developer - Full Stack,EEC Group,Engineering - Telecom/Technology
SEO Specialist,Kian Alraqmih,Writing/Editorial
SEO Specialist,Kian Alraqmih,IT/Software Development
SEO Specialist,Kian Alraqmih,Marketing/PR/Advertising
Network Instructor1,MICA,IT/Software Development
Network Instructor1,MICA,Education/Teaching
Network Instructor1,MICA,Training/Instructor
Technical Business Analyst and Project Manager,acwme,IT/Software Development
Technical Business Analyst and Project Manager,acwme,Project/Program Management
Technical Business Analyst and Project Manager,acwme,Analyst/Research
Assistant Director of Engineering,Four Seasons Hotels and Resorts,Administration
Assistant Director of Engineering,Four Seasons Hotels and Resorts,Engineering - Construction/Civil/Architecture
Assistant Director of Engineering,Four Seasons Hotels and Resorts,Engineering - Mechanical/Electrical
Intern Bachelors Cyber Sec,"Honeywell International, Inc.",Installation/Maintenance/Repair
Intern Bachelors Cyber Sec,"Honeywell International, Inc.",IT/Software Development
Intern Bachelors Cyber Sec,"Honeywell International, Inc.",Engineering - Telecom/Technology
Sea Logistics Expert- Systems and process,Kuehne & Nagel Logistics,IT/Software Development
Sea Logistics Expert- Systems and process,Kuehne & Nagel Logistics,Logistics/Supply Chain
Sea Logistics Expert- Systems and process,Kuehne & Nagel Logistics,Engineering - Telecom/Technology
"Senior Associate, Packaging Engineer",S.C. Johnson & Son Inc,Engineering - Construction/Civil/Architecture
"Senior Associate, Packaging Engineer",S.C. Johnson & Son Inc,IT/Software Development
"Senior Associate, Packaging Engineer",S.C. Johnson & Son Inc,Engineering - Telecom/Technology
Infrastructure Manager,Raya Holding for Financial Investments,Engineering - Construction/Civil/Architecture
Infrastructure Manager,Raya Holding for Financial Investments,IT/Software Development
Infrastructure Manager,Raya Holding for Financial Investments,Engineering - Telecom/Technology
Senior Full Stack .Net Web Developer,eBSEG,IT/Software Development
Senior Full Stack .Net Web Developer,eBSEG,Engineering - Telecom/Technology
Quality Manager,Confidential,IT/Software Development
Quality Manager,Confidential,Operations/Management
Quality Manager,Confidential,Quality
Full Stack wordpress Developer,Osolutions,IT/Software Development
Full Stack wordpress Developer,Osolutions,Engineering - Telecom/Technology
CCTV Engineer (Light Current),Kasrawy Group,Installation/Maintenance/Repair
CCTV Engineer (Light Current),Kasrawy Group,IT/Software Development
CCTV Engineer (Light Current),Kasrawy Group,Engineering - Telecom/Technology
web developer,Measuresoft oil and gas Services,IT/Software Development
Application Manager,Confidential,IT/Software Development
Senior .NET Core Web Developer,Confidential,IT/Software Development
Senior Front End Developer (Angular Developer),Confidential,IT/Software Development
Application Support Officer,Global Academic Foundation Hosting University of Hertfordshire UH,Installation/Maintenance/Repair
Application Support Officer,Global Academic Foundation Hosting University of Hertfordshire UH,IT/Software Development
Application Support Officer,Global Academic Foundation Hosting University of Hertfordshire UH,Engineering - Telecom/Technology
Pre Sales Engineer,IT Pillars,IT/Software Development
Pre Sales Engineer,IT Pillars,Engineering - Telecom/Technology
Network Technical Support,IT Pillars,Installation/Maintenance/Repair
Network Technical Support,IT Pillars,IT/Software Development
Network Technical Support,IT Pillars,Engineering - Telecom/Technology
System Analyst,IT Pillars,IT/Software Development
System Analyst,IT Pillars,Analyst/Research
System Analyst,IT Pillars,Engineering - Telecom/Technology
Software Testing Team Lead,DX Republic,IT/Software Development
Software Testing Team Lead,DX Republic,Engineering - Other
SAP PP - QM / PM Consultant,Confidential,IT/Software Development
SAP PP - QM / PM Consultant,Confidential,Engineering - Telecom/Technology
Sales Client Executive - Banking/Financial Services - Large Multinational IT,Pillars,Business Development
Sales Client Executive - Banking/Financial Services - Large Multinational IT,Pillars,Marketing/PR/Advertising
Sales Client Executive - Banking/Financial Services - Large Multinational IT,Pillars,Sales/Retail
Senior Quality Auditor,Khatib & Alami,IT/Software Development
Senior Quality Auditor,Khatib & Alami,Quality
Senior Quality Auditor,Khatib & Alami,Engineering - Telecom/Technology
Automation Testing Team Leader,Al Ahly Momkn for e-payment,IT/Software Development
Senior Software Developer,eVision,IT/Software Development
Senior Software Developer,eVision,Engineering - Telecom/Technology
QA Mobile Engineer,Numrah,IT/Software Development
QA Mobile Engineer,Numrah,Engineering - Telecom/Technology
SAP Admin / IT Admin,Nature's Rule Egypt LLC,Installation/Maintenance/Repair
SAP Admin / IT Admin,Nature's Rule Egypt LLC,IT/Software Development
Senior IT Specialist (Help Desk & Technical Support),Statements for Consulting,Installation/Maintenance/Repair
Senior IT Specialist (Help Desk & Technical Support),Statements for Consulting,IT/Software Development
Senior IT Specialist (Help Desk & Technical Support),Statements for Consulting,Engineering - Telecom/Technology
TEMENOS INFINITY Architect,Ultimate Solutions Egypt,Engineering - Construction/Civil/Architecture
TEMENOS INFINITY Architect,Ultimate Solutions Egypt,Installation/Maintenance/Repair
TEMENOS INFINITY Architect,Ultimate Solutions Egypt,IT/Software Development
ERP Project Manager,OdooTec,IT/Software Development
Senior Scrum Master,Sarmady,Business Development
Senior Scrum Master,Sarmady,IT/Software Development
Senior Scrum Master,Sarmady,Project/Program Management
TEMENOS INFINITY Developer,Ultimate Solutions Egypt,Installation/Maintenance/Repair
TEMENOS INFINITY Developer,Ultimate Solutions Egypt,IT/Software Development
TEMENOS INFINITY Developer,Ultimate Solutions Egypt,Engineering - Telecom/Technology
Software Development Team Lead,OdooTec,IT/Software Development
IT Support Engineer,Elhazek Construction,Engineering - Telecom/Technology
.net Developer,Confidential,IT/Software Development
System Analyst (Hybrid work),Kick Start Interactive,IT/Software Development
Flutter Developers,Noases,Creative/Design/Art
Flutter Developers,Noases,IT/Software Development
Flutter Developers,Noases,Engineering - Telecom/Technology
Full Stack Engineer,Noases,Creative/Design/Art
Full Stack Engineer,Noases,IT/Software Development
